Date,s_eu,s_ch,kof_baro,kof_mpc,1J,2J,3J,4J,5J,6J,7J,8J,9J,10J,15J,20J,30J
2013-09-06,94.5,102.714622627884,105.491717932086,-0.25,0.00086,-7e-05,0.00078,0.0026899999999999997,0.00486,0.00687,0.00859,0.01002,0.011200000000000002,0.012159999999999999,0.015149999999999999,0.016659999999999998,0.01817
2013-09-09,94.5,102.714622627884,105.491717932086,-0.25,0.00096,5e-05,0.0007599999999999999,0.00253,0.00462,0.0066,0.008329999999999999,0.00978,0.010979999999999998,0.01198,0.01506,0.01662,0.01818
2013-09-10,94.5,102.714622627884,105.491717932086,-0.25,0.00098,0.00013000000000000002,0.0009300000000000002,0.0027899999999999995,0.00494,0.006959999999999999,0.00871,0.010170000000000002,0.01138,0.01238,0.01546,0.01703,0.01859
2013-09-11,94.5,102.714622627884,105.491717932086,-0.25,0.0010400000000000001,0.00022000000000000003,0.0010199999999999999,0.0028899999999999998,0.00506,0.0070999999999999995,0.00887,0.01034,0.01155,0.01256,0.015659999999999997,0.01722,0.01879
2013-09-12,94.5,102.714622627884,105.491717932086,-0.25,0.00092,0.00016,0.00096,0.0027800000000000004,0.00488,0.00688,0.00863,0.0101,0.011320000000000002,0.012329999999999999,0.015490000000000002,0.0171,0.0187
2013-09-13,94.5,102.714622627884,105.491717932086,-0.25,0.00091,8e-05,0.00091,0.0027600000000000003,0.00487,0.00686,0.0086,0.01007,0.01129,0.012309999999999998,0.015490000000000002,0.01711,0.018730000000000004
2013-09-16,94.5,102.714622627884,105.491717932086,-0.25,0.00098,-5e-05,0.00059,0.00236,0.00447,0.00649,0.00825,0.00974,0.01097,0.01199,0.015149999999999999,0.01675,0.018349999999999998
2013-09-17,94.5,102.714622627884,105.491717932086,-0.25,0.00094,-8e-05,0.00059,0.0023699999999999997,0.00448,0.00649,0.00825,0.00972,0.01093,0.01194,0.01506,0.01663,0.01821
2013-09-18,94.5,102.714622627884,105.491717932086,-0.25,0.0009699999999999999,-6e-05,0.00061,0.0023899999999999998,0.0045000000000000005,0.006500000000000001,0.00824,0.0097,0.010920000000000001,0.01192,0.01504,0.01662,0.01821
2013-09-19,94.5,102.714622627884,105.491717932086,-0.25,0.00099,3e-05,0.00055,0.00214,0.00409,0.00601,0.00773,0.00919,0.01042,0.01144,0.014669999999999999,0.01631,0.01796
2013-09-20,94.5,102.714622627884,105.491717932086,-0.25,0.0010199999999999999,3e-05,0.00057,0.00222,0.00424,0.00622,0.00797,0.00946,0.010700000000000001,0.011740000000000002,0.014980000000000002,0.01662,0.018269999999999998
2013-09-23,94.5,102.714622627884,105.491717932086,-0.25,0.00103,0.00011000000000000002,0.00066,0.0023,0.00431,0.00628,0.008020000000000001,0.00951,0.010759999999999999,0.0118,0.01505,0.0167,0.018349999999999998
2013-09-24,94.5,102.714622627884,105.491717932086,-0.25,0.00096,-8e-05,0.00048,0.0021600000000000005,0.00421,0.0062,0.00795,0.00943,0.010659999999999998,0.01169,0.01486,0.01647,0.01808
2013-09-25,94.5,102.714622627884,105.491717932086,-0.25,0.0009699999999999999,2e-05,0.0005400000000000001,0.0021100000000000003,0.00406,0.00597,0.00768,0.00914,0.010369999999999999,0.011399999999999999,0.01463,0.016269999999999996,0.01793
2013-09-26,94.5,102.714622627884,105.491717932086,-0.25,0.0011,0.00021,0.00066,0.00217,0.00409,0.006,0.00772,0.0092,0.01044,0.01149,0.01476,0.01642,0.01808
2013-09-27,94.5,102.714622627884,105.491717932086,-0.25,0.00103,8e-05,0.00058,0.00214,0.0040999999999999995,0.00603,0.00775,0.00922,0.01045,0.011479999999999999,0.0147,0.01634,0.01798
2013-09-30,94.5,102.714622627884,105.491717932086,-0.25,0.00096,-0.00024,0.00012,0.00166,0.0036200000000000004,0.00557,0.00731,0.0088,0.010049999999999998,0.0111,0.014369999999999999,0.016030000000000003,0.01769
2013-10-01,95.3,104.189564284012,107.085961903567,-0.14814815,0.0010099999999999998,-0.00018999999999999998,0.00017,0.0017000000000000001,0.00366,0.00561,0.00736,0.00884,0.01008,0.011120000000000001,0.01435,0.01599,0.01763
2013-10-02,95.3,104.189564284012,107.085961903567,-0.14814815,0.001,-7e-05,0.00032,0.0018100000000000002,0.0037099999999999998,0.005600000000000001,0.00731,0.00877,0.01002,0.011059999999999999,0.014340000000000002,0.01602,0.0177
2013-10-03,95.3,104.189564284012,107.085961903567,-0.14814815,0.001,-7e-05,0.00035000000000000005,0.0018899999999999998,0.00384,0.0057799999999999995,0.007509999999999999,0.00899,0.01024,0.01129,0.014569999999999998,0.01625,0.01792
